"Filter 1","F1 (2)","StartDate","EndDate","Status","IPAddress","Progress","Duration__in_seconds_","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Consent","SWLS_1","SWL01","SWLS_2","SWL_02","SWLS_3","SWL_03","SWLS_4","SWL_04","SWLS_5","SWL_05","SWLScr","Attention_Check","SCC_1_","SCC_2_","SCC_3_","SCC_4_","SCC_5_","SCC_6","RSCC_6","SCC_7_","SCC_8_","SCC_9_","SCC_10_","SCC_11","RSCC_11","SCC_12_","SCCScr","DN_1","DN_2","DN_3_","RDN_3","DN_Scr","IN_1","IN_2","IN_3","RIN_3","IN_Scr","LM_YA1","LM_YA2","LM_YA3","LM_YA4","LM_YA5","LM_YA6","LM_YA7","LM_YA8","LM_YA9","LM_YA10","LM_YA11","LM_YA12","LM_YA13","LM_YA14","LM_YA15","LM_YA16","LM_MA1","LM_MA2","LM_MA3","LM_MA4","LM_MA5","LM_MA6","LM_MA7","LM_MA8","LM_MA9","LM_MA10","LM_MA11","LM_MA12","LM_MA13","LM_EA1","LM_EA2","LM_EA3","LM_EA4","LM_EA5","LM_EA6","LM_EA7","LM_EA8","LM_EA9","LM_EA10","LM_EA11","LM_EA12","CYA1","CYA2","CYA3","CYA4","CYA5","CYA6","CYA7","CYA8","CYA9","CYA10","CYA11","CYA12","CYA13","CYA14","CYA15","CYA16","CMA1","CMA2","CMA3","CMA4","CMA5","CMA6","CMA7","CMA8","CMA9","CMA10","CMA11","CMA12","CMA13","CEA1","CEA2","CEA3","CEA4","CEA5","CEA6","CEA7","CEA8","CEA9","CEA10","CEA11","CEA12","A_YA1_1","A_YA2_1","A_YA3_1","A_YA4_1","A_YA5_1","A_YA6_1","A_YA7_1","A_YA8_1","check50_1","A_YA9_1","A_YA10_1","A_YA11_1","A_YA12_1","A_YA13_1","A_YA14_1","A_YA15_1","A_YA16_1","A_MA1_1","A_MA2_1","A_MA3_1","A_MA4_1","A_MA5_1","A_MA6_1","A_MA7_1","A_MA8_1","A_MA9_1","A_MA10_1","A_MA11_1","A_MA12_1","A_MA13_1","A_EA1_1","A_EA2_1","A_EA3_1","A_EA4_1","A_EA5_1","A_EA6_1","A_EA7_1","A_EA8_1","A_EA9_1","A_EA10_1","A_EA11_1","A_EA12_1","YA%1","YA%2","YA%3","YA%4","YA%5","YA%6","YA%7","YA%8","YA%9","YA%10","YA%11","YA%12","YA%13","YA%14","YA%15","YA%16","MYA%","MA%1","MA%2","MA%3","MA%4","MA%5","MA%6","MA%7","MA%8","MA%9","MA%10","MA%11","MA%12","MA%13","MMA%","EA%1","EA%2","EA%3","EA%4","EA%5","EA%6","EA%7","EA%8","EA%9","EA%10","EA%11","EA%12","MEA%","FTP_1","FTP_2","FTP_3","FTP_4","FTP_5","FTP_6","FTP_7","FTP_8","RFTP_8","FTP_9","RFTP_9","FTP_10","RFTP_10","FTP_Scr","Age","Age Group","Age_aq","Gender","Q71_1","Q71_2","Q71_3","Q71_4","Q71_5","Q71_6","Q71_7","Q71_7_TEXT","Education","Income","PoliticalOrientation","Religion","Religion_10_TEXT","participantId","assignmentId","projectId","projectId (2)"
1,1,19775,19775,0,"174.240.213.66",100.0,458.0,1,19775,"R_1zSylm0f4hYnED7",,,,,"39.9843","-75.2266","anonymous","EN",1,3,0.3333333333333333,4,0.75,3,0.3333333333333333,4,0.5,2,0.16666666666666666,0.41666666666666663,"Back on Sunday morning, I attended a church service.",7,7,6,7,7,2,6,6,7,,7,1,7,7,,6,5,3,5,5.333333333333333,6,4,5,3,4.333333333333333,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,87.0,54.0,55.0,57.0,40.0,58.0,40.0,76.0,50.0,75.0,69.0,61.0,85.0,78.0,55.0,85.0,80.0,64.0,68.0,53.0,60.0,51.0,36.0,74.0,12.0,20.0,16.0,90.0,22.0,23.0,18.0,3.0,15.0,64.0,82.0,29.0,54.0,61.0,11.0,7.0,21.0,49.0,87.0,-54.0,55.0,-57.0,-40.0,58.0,40.0,76.0,75.0,69.0,61.0,85.0,78.0,-55.0,85.0,80.0,40.1875,64.0,68.0,53.0,-60.0,51.0,-36.0,74.0,-12.0,-20.0,-16.0,90.0,-22.0,-23.0,16.23076923076923,-18.0,-3.0,-15.0,64.0,82.0,-29.0,54.0,61.0,-11.0,-7.0,-21.0,49.0,17.166666666666668,5,5,5,6,3,3,4,2,6,3,5,5,3,4.5,33.0," Middle-Age Adult",1089.0,1,,,,1,,,,,6,11,6,2,,"6DF63FC45D8B4884B57B897C94DB074A","2e84b4f1-0480-4ad2-9ee3-d34eea334884","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"173.95.167.31",100.0,462.0,1,19775,"R_7OoGnne51vJ0cEY",,,,,"35.7178","-78.8428","anonymous","EN",1,3,0.3333333333333333,2,0.25,2,0.16666666666666666,5,0.6666666666666666,2,0.16666666666666666,0.31666666666666665,"I traveled with my family to look at colleges.",6,3,5,3,6,6,2,6,6,6,6,2,6,6,5.083333333333333,6,3,3,5,4.666666666666667,3,2,6,2,2.3333333333333335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,1,1,41.0,61.0,30.0,72.0,60.0,83.0,30.0,71.0,51.0,82.0,39.0,92.0,81.0,72.0,73.0,72.0,81.0,65.0,61.0,81.0,30.0,71.0,82.0,71.0,51.0,71.0,40.0,61.0,19.0,82.0,41.0,5.0,92.0,40.0,86.0,12.0,72.0,39.0,30.0,82.0,88.0,77.0,41.0,61.0,30.0,72.0,60.0,83.0,30.0,71.0,82.0,39.0,92.0,81.0,72.0,73.0,72.0,81.0,65.0,65.0,61.0,81.0,-30.0,71.0,82.0,71.0,-51.0,-71.0,-40.0,-61.0,-19.0,82.0,18.53846153846154,-41.0,-5.0,92.0,40.0,86.0,-12.0,72.0,-39.0,-30.0,82.0,88.0,77.0,34.166666666666664,3,5,5,5,5,5,4,6,2,5,3,6,2,3.9,47.0," Middle-Age Adult",2209.0,1,1,,,,,,,,5,12,5,1,,"1BCB923B7C3F40C5919D459FCE81CD8F","2efc88fa-9316-452c-9836-a2215b33cf9f","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"98.20.70.76",100.0,558.0,1,19775,"R_5K7iffkCRpv0XXa",,,,,"32.2277","-97.7657","anonymous","EN",1,7,1.0,5,1.0,7,1.0,7,1.0,7,1.0,1.0,"I went and got the oil changed in my car.",7,7,7,7,7,1,7,7,7,7,7,1,7,7,7.0,6,7,1,7,6.666666666666667,7,7,1,7,7.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,-1,1,81.0,84.0,50.0,61.0,81.0,81.0,67.0,50.0,50.0,89.0,72.0,81.0,82.0,72.0,90.0,39.0,50.0,71.0,81.0,81.0,50.0,60.0,50.0,51.0,71.0,47.0,34.0,50.0,69.0,29.0,40.0,9.0,89.0,50.0,71.0,30.0,36.0,50.0,44.0,63.0,71.0,75.0,81.0,84.0,50.0,61.0,81.0,81.0,67.0,50.0,89.0,72.0,81.0,82.0,72.0,90.0,39.0,50.0,70.625,71.0,81.0,81.0,-50.0,60.0,50.0,51.0,71.0,47.0,34.0,50.0,-69.0,-29.0,34.46153846153846,-40.0,-9.0,89.0,50.0,71.0,-30.0,36.0,50.0,-44.0,63.0,-71.0,75.0,20.0,7,7,7,7,7,7,7,1,7,1,7,1,7,7.0,46.0," Middle-Age Adult",2116.0,2,1,,,,,,,,6,7,7,2,,"057071BFAB3646AF8A7361C5A4DD2DF1","295feab5-2007-43ab-bf58-f22e4fba9646","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"172.59.221.189",100.0,613.0,1,19775,"R_1ghyr4WHLi8YNvM",,,,,"35.2296","-80.843","anonymous","EN",1,5,0.6666666666666666,4,0.75,5,0.6666666666666666,6,0.8333333333333334,2,0.16666666666666666,0.6166666666666667,"This weekend I played in a pinball tournament.",5,5,5,5,5,3,5,5,6,6,6,3,5,5,5.25,5,3,5,3,3.6666666666666665,6,3,6,2,3.6666666666666665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,90.0,70.0,70.0,80.0,71.0,85.0,60.0,70.0,50.0,90.0,80.0,90.0,80.0,60.0,70.0,40.0,75.0,71.0,85.0,75.0,51.0,90.0,40.0,51.0,69.0,60.0,40.0,76.0,76.0,40.0,60.0,20.0,70.0,55.0,80.0,79.0,71.0,51.0,50.0,60.0,91.0,65.0,90.0,70.0,70.0,80.0,71.0,85.0,60.0,70.0,90.0,80.0,90.0,80.0,60.0,70.0,40.0,75.0,73.8125,71.0,85.0,75.0,-51.0,90.0,40.0,51.0,-69.0,-60.0,40.0,76.0,76.0,-40.0,29.53846153846154,-60.0,-20.0,-70.0,55.0,80.0,79.0,71.0,51.0,50.0,-60.0,91.0,65.0,27.666666666666668,3,,4,2,2,2,3,5,3,5,3,6,2,,58.0," Middle-Age Adult",3364.0,1,1,,,,,,,,5,9,2,9,,"9A295151D51149AEAC48FDD3DA0467FD","0ca75103-7576-40fa-baef-11f9e3d33736","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"35.137.229.146",100.0,538.0,1,19775,"R_5eGJSJgIXOAhZhT",,,,,"27.8485","-82.7944","anonymous","EN",1,5,0.6666666666666666,4,0.75,5,0.6666666666666666,5,0.6666666666666666,3,0.3333333333333333,0.6166666666666667,"I took my dog to the dog park.",7,7,7,7,7,1,7,7,7,7,7,1,7,7,7.0,6,5,3,5,5.333333333333333,5,3,5,3,3.6666666666666665,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,63.0,74.0,69.0,85.0,62.0,86.0,73.0,77.0,50.0,95.0,95.0,72.0,72.0,76.0,85.0,69.0,73.0,85.0,86.0,86.0,71.0,83.0,60.0,82.0,73.0,71.0,65.0,63.0,62.0,79.0,36.0,43.0,48.0,80.0,78.0,73.0,74.0,82.0,47.0,32.0,78.0,83.0,-63.0,-74.0,69.0,85.0,-62.0,86.0,73.0,77.0,95.0,95.0,72.0,72.0,76.0,85.0,-69.0,73.0,43.125,85.0,86.0,86.0,71.0,83.0,-60.0,82.0,-73.0,-71.0,-65.0,63.0,62.0,79.0,32.92307692307692,-36.0,43.0,-48.0,80.0,78.0,73.0,74.0,-82.0,-47.0,-32.0,78.0,83.0,22.0,5,5,6,4,4,5,6,4,4,2,6,5,3,4.8,44.0," Middle-Age Adult",1936.0,1,1,,,,,,,,3,2,3,9,,"F4EC577D0AE44D6EA1E498533D5C8C76","bfbaba7b-c853-491f-8323-21bd484a9c26","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"155.190.9.7",100.0,552.0,1,19775,"R_3EPY8cd7Gdt5AGx",,,,,"39.7277","-104.9815","anonymous","EN",1,5,0.6666666666666666,4,0.75,5,0.6666666666666666,6,0.8333333333333334,2,0.16666666666666666,0.6166666666666667,"Over the weekend, a friend and I attended a move.",5,2,3,5,3,3,5,6,3,2,5,2,6,3,4.0,5,3,4,4,4.0,4,2,6,2,2.6666666666666665,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1,40.0,86.0,51.0,61.0,88.0,62.0,63.0,54.0,50.0,75.0,94.0,93.0,95.0,76.0,81.0,87.0,49.0,57.0,76.0,61.0,54.0,53.0,80.0,68.0,53.0,69.0,40.0,51.0,90.0,71.0,21.0,9.0,59.0,62.0,75.0,37.0,50.0,38.0,51.0,65.0,71.0,66.0,40.0,86.0,51.0,61.0,88.0,62.0,-63.0,54.0,75.0,94.0,93.0,95.0,76.0,81.0,87.0,49.0,64.3125,57.0,76.0,61.0,54.0,-53.0,80.0,68.0,53.0,69.0,40.0,51.0,90.0,71.0,55.15384615384615,-21.0,-9.0,-59.0,62.0,75.0,-37.0,50.0,38.0,-51.0,-65.0,71.0,66.0,10.0,5,5,6,4,4,4,3,5,3,5,3,5,3,4.0,47.0," Middle-Age Adult",2209.0,1,1,,,,,,,,3,12,5,3,,"86D9E5D7E44941BFBF9F5DFBCCDFE621","265465f5-4971-4d0d-aca0-5dc29926300b","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"172.56.219.133",100.0,441.0,1,19775,"R_1Gd037qqgGt99KH",,,,,"39.9233","-75.2313","anonymous","EN",1,5,0.6666666666666666,4,0.75,5,0.6666666666666666,4,0.5,1,0.0,0.5166666666666666,"I played video games and watched tv.",6,7,7,7,7,7,1,7,7,7,7,1,7,7,6.416666666666667,4,3,3,5,4.0,5,4,4,4,4.333333333333333,2,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,-1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,70.0,36.0,55.0,56.0,54.0,53.0,54.0,61.0,50.0,59.0,71.0,53.0,78.0,53.0,59.0,18.0,54.0,44.0,49.0,34.0,51.0,82.0,32.0,57.0,0.0,0.0,0.0,28.0,48.0,57.0,0.0,1.0,13.0,9.0,15.0,7.0,6.0,56.0,39.0,0.0,10.0,46.0,-70.0,-36.0,55.0,-56.0,-54.0,-53.0,54.0,61.0,59.0,71.0,-53.0,78.0,53.0,-59.0,-18.0,-54.0,-1.375,-44.0,-49.0,-34.0,-51.0,82.0,-32.0,57.0,-0.0,-0.0,-0.0,-28.0,-48.0,57.0,-6.923076923076923,-0.0,-1.0,-13.0,-9.0,-15.0,-7.0,-6.0,56.0,-39.0,-0.0,-10.0,-46.0,-7.5,6,6,7,7,5,6,7,3,5,2,6,4,4,5.9,28.0,"Young Adult",784.0,1,1,,,,,,,,2,10,7,9,,"414CE39AD46E442D8DA188D0C9C50CFC","2cdfb703-7f00-47db-92c3-3c16c2687cbf","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"172.56.193.246",100.0,383.0,1,19775,"R_34vIBbWmhiVrAds",,,,,"42.3973","-71.0372","anonymous","EN",1,7,1.0,5,1.0,7,1.0,7,1.0,7,1.0,1.0,"I went fishing at the local pond this weekend.",7,7,7,7,7,1,7,7,7,7,7,1,7,7,7.0,4,4,4,4,4.0,6,7,3,5,6.0,1,2,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,-1,1,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,84.0,34.0,30.0,34.0,21.0,41.0,19.0,51.0,50.0,60.0,41.0,71.0,36.0,21.0,48.0,66.0,42.0,37.0,21.0,28.0,38.0,14.0,13.0,37.0,0.0,0.0,0.0,53.0,25.0,18.0,0.0,1.0,1.0,40.0,32.0,0.0,26.0,71.0,29.0,15.0,9.0,2.0,84.0,-34.0,30.0,-34.0,-21.0,41.0,-19.0,51.0,60.0,41.0,-71.0,36.0,21.0,-48.0,66.0,42.0,15.3125,37.0,21.0,28.0,-38.0,-14.0,-13.0,-37.0,-0.0,-0.0,-0.0,53.0,-25.0,-18.0,-0.46153846153846156,-0.0,-1.0,-1.0,40.0,32.0,-0.0,-26.0,-71.0,-29.0,-15.0,-9.0,-2.0,-6.833333333333333,7,4,7,7,6,7,7,1,7,1,7,1,7,6.6,28.0,"Young Adult",784.0,1,,,,1,,,,,2,5,7,8,,"C26E207D61F94497895EF589F2E6CF26","a79536c0-1f32-4b39-b9bf-b61730b7d564","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"73.208.67.228",100.0,580.0,1,19775,"R_5mOPJuSdqMiq8sF",,,,,"41.8183","-87.6095","anonymous","EN",1,5,0.6666666666666666,4,0.75,6,0.8333333333333334,6,0.8333333333333334,2,0.16666666666666666,0.65,"I went to watch a movie.",6,5,3,6,6,3,5,6,5,5,6,3,5,5,5.25,5,5,3,5,5.0,5,4,4,4,4.333333333333333,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,94.0,64.0,79.0,77.0,34.0,79.0,44.0,86.0,50.0,93.0,77.0,95.0,96.0,93.0,77.0,11.0,62.0,83.0,86.0,74.0,13.0,73.0,68.0,72.0,49.0,5.0,9.0,56.0,41.0,38.0,6.0,4.0,15.0,41.0,17.0,12.0,45.0,59.0,11.0,29.0,8.0,42.0,94.0,-64.0,79.0,77.0,-34.0,79.0,44.0,86.0,93.0,77.0,95.0,96.0,93.0,77.0,-11.0,62.0,58.9375,83.0,86.0,74.0,-13.0,73.0,-68.0,72.0,-49.0,-5.0,-9.0,56.0,-41.0,-38.0,17.0,-6.0,-4.0,-15.0,41.0,17.0,-12.0,-45.0,59.0,-11.0,29.0,-8.0,-42.0,0.25,5,6,5,5,6,5,5,3,5,3,5,3,5,5.2,36.0," Middle-Age Adult",1296.0,1,1,,,,,,,,6,7,3,9,,"53AEB0EBFB3B4C24A634F1B7C7285E25","65824784-c9b5-4c63-b782-bd2bb9b6b0e3","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"71.66.195.230",100.0,422.0,1,19775,"R_37m0vkFYVUXchg7",,,,,"37.1531","-84.0986","anonymous","EN",1,6,0.8333333333333334,4,0.75,6,0.8333333333333334,6,0.8333333333333334,5,0.6666666666666666,0.7833333333333333," I went to an arboretum for the first time and it was amazing",7,7,7,7,7,2,6,7,7,7,5,2,6,7,6.666666666666667,6,7,2,6,6.333333333333333,6,5,4,4,5.0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,61.0,72.0,59.0,62.0,85.0,65.0,31.0,61.0,50.0,88.0,70.0,75.0,63.0,63.0,89.0,72.0,61.0,64.0,83.0,80.0,25.0,82.0,79.0,67.0,88.0,72.0,80.0,59.0,62.0,49.0,71.0,35.0,90.0,69.0,70.0,50.0,61.0,60.0,40.0,89.0,80.0,82.0,61.0,72.0,59.0,62.0,85.0,65.0,31.0,61.0,88.0,70.0,75.0,63.0,-63.0,89.0,72.0,61.0,59.4375,64.0,83.0,80.0,-25.0,82.0,79.0,-67.0,88.0,72.0,80.0,59.0,62.0,-49.0,46.76923076923077,71.0,-35.0,90.0,69.0,70.0,50.0,61.0,60.0,-40.0,89.0,80.0,82.0,53.916666666666664,4,5,4,3,3,4,3,5,3,4,4,5,3,3.6,51.0," Middle-Age Adult",2601.0,2,1,,,,,,,,3,4,6,11,,"FE61F543B8DB46D4B79A6DC47F75500D","b7b01679-0f21-4670-a2bf-281f0983109e","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"107.3.31.80",100.0,586.0,1,19775,"R_5vFftQ42G39Hcgp",,,,,"39.9517","-76.7064","anonymous","EN",1,3,0.3333333333333333,5,1.0,5,0.6666666666666666,7,1.0,1,0.0,0.6,"This weekend I spent some time working on various home improvements projects I've started over the winter.",3,3,2,3,3,5,3,6,3,2,6,5,3,2,3.25,3,2,6,2,2.3333333333333335,4,2,6,2,2.6666666666666665,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,2,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,-1,91.0,85.0,80.0,75.0,75.0,95.0,65.0,75.0,50.0,99.0,55.0,98.0,90.0,70.0,70.0,60.0,90.0,70.0,90.0,90.0,15.0,98.0,70.0,80.0,35.0,15.0,5.0,95.0,40.0,65.0,20.0,2.0,15.0,55.0,98.0,35.0,25.0,45.0,60.0,55.0,40.0,85.0,91.0,-85.0,80.0,75.0,-75.0,-95.0,-65.0,75.0,99.0,55.0,98.0,90.0,70.0,70.0,60.0,90.0,39.5625,70.0,90.0,90.0,15.0,98.0,70.0,80.0,-35.0,-15.0,-5.0,95.0,-40.0,65.0,44.46153846153846,-20.0,-2.0,-15.0,55.0,98.0,-35.0,25.0,45.0,60.0,55.0,40.0,-85.0,18.416666666666668,7,7,6,5,2,5,4,5,3,3,5,5,3,4.7,39.0," Middle-Age Adult",1521.0,1,1,,,,,,,,5,6,4,1,,"8647B6B17E1145EA97FD346D9B7EDAF5","a64be9fc-0191-46c0-addf-8a7c02402b16","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"207.237.32.32",100.0,411.0,1,19775,"R_1dsIbDWupB8j7oT",,,,,"40.7205","-73.8796","anonymous","EN",1,6,0.8333333333333334,4,0.75,6,0.8333333333333334,6,0.8333333333333334,6,0.8333333333333334,0.8166666666666667,"This weekend, I spent time with family and did some extra side job work.",6,6,6,7,6,2,6,6,6,5,5,2,6,5,5.833333333333333,6,5,2,6,5.666666666666667,6,4,3,5,5.0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,82.0,80.0,60.0,81.0,85.0,78.0,76.0,73.0,50.0,71.0,68.0,79.0,77.0,71.0,86.0,70.0,68.0,88.0,74.0,77.0,34.0,78.0,50.0,87.0,17.0,28.0,22.0,57.0,46.0,50.0,14.0,8.0,47.0,80.0,62.0,63.0,73.0,63.0,58.0,73.0,68.0,73.0,82.0,80.0,60.0,81.0,85.0,78.0,76.0,-73.0,71.0,68.0,79.0,77.0,71.0,86.0,70.0,68.0,66.1875,88.0,74.0,77.0,-34.0,78.0,50.0,-87.0,-17.0,-28.0,-22.0,57.0,-46.0,50.0,18.46153846153846,-14.0,-8.0,-47.0,-80.0,-62.0,63.0,73.0,63.0,-58.0,73.0,-68.0,-73.0,-11.5,4,3,4,4,3,3,4,5,3,5,3,5,3,3.4,40.0," Middle-Age Adult",1600.0,1,1,,,,,,,,6,9,4,4,,"3B8488407EB0403686FDCAFEAABB5AFA","3b85ad83-ef48-4981-9c13-9e3c9810dd55","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"71.228.3.163",100.0,680.0,1,19775,"R_6R7mwRONjScT0HA",,,,,"41.323","-89.2089","anonymous","EN",1,4,0.5,5,1.0,7,1.0,6,0.8333333333333334,3,0.3333333333333333,0.7333333333333334,"The sunset at the beach are always breathtaking, casting warm and vibrant glow across the horizon.",4,4,3,2,4,4,4,3,4,4,1,4,4,6,3.5833333333333335,4,4,4,4,4.0,5,3,2,6,4.666666666666667,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,61.0,31.0,61.0,63.0,19.0,68.0,22.0,59.0,53.0,62.0,40.0,50.0,44.0,55.0,31.0,41.0,46.0,40.0,42.0,47.0,71.0,38.0,49.0,64.0,53.0,46.0,67.0,70.0,46.0,38.0,32.0,53.0,45.0,37.0,44.0,56.0,53.0,50.0,18.0,70.0,62.0,72.0,61.0,31.0,61.0,63.0,-19.0,68.0,22.0,59.0,62.0,-40.0,50.0,-44.0,55.0,-31.0,-41.0,46.0,25.1875,40.0,42.0,47.0,71.0,38.0,49.0,64.0,-53.0,-46.0,67.0,70.0,-46.0,-38.0,23.46153846153846,-32.0,-53.0,-45.0,37.0,-44.0,56.0,53.0,-50.0,-18.0,-70.0,62.0,72.0,-2.6666666666666665,3,4,4,5,4,3,5,4,4,6,2,5,3,3.7,48.0," Middle-Age Adult",2304.0,1,1,,,,,,,,5,9,2,1,,"BD174EF93A2949EDA9457121B3731AD1","55ebf677-319f-4698-a7cd-4bd3b579d323","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
